"atbatnum","sv_id","des.x","type","start_speed","pitch_type","atbat","b","s","o","start_tfs","start_tfs_zulu","batter","pitcher","des.y","event","b1","b2","b3","score","home_team_runs","away_team_runs","rbi","atbattime100","atbattime","outsatstart","homescore","awayscore","pitchtime100","pitchtime","halfinning","inning","firstpitch","lastpitch","scorediff","situation","li","gamenum"
26,"141029_202032","Called Strike","S","91.7","FT","26","3","2",3,"011727","2014-10-30T01:17:27Z","456714","346793","Billy Butler grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,11727,1.29083333333333,2,2,2,202032,20.3422222222222,"bottom","3",20.3422222222222,20.4052777777778,0,"0 FALSE FALSE FALSE 2 bottom 3",0.5,7
26,"141029_202050","Ball","B","90.4","FT","26","3","2",3,"011727","2014-10-30T01:17:27Z","456714","346793","Billy Butler grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,11727,1.29083333333333,2,2,2,202050,20.3472222222222,"bottom","3",20.3422222222222,20.4052777777778,0,"0 FALSE FALSE FALSE 2 bottom 3",0.5,7
26,"141029_202111","Ball","B","85.7","CH","26","3","2",3,"011727","2014-10-30T01:17:27Z","456714","346793","Billy Butler grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,11727,1.29083333333333,2,2,2,202111,20.3530555555556,"bottom","3",20.3422222222222,20.4052777777778,0,"0 FALSE FALSE FALSE 2 bottom 3",0.5,7
26,"141029_202136","Foul","S","90.5","FT","26","3","2",3,"011727","2014-10-30T01:17:27Z","456714","346793","Billy Butler grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,11727,1.29083333333333,2,2,2,202136,20.36,"bottom","3",20.3422222222222,20.4052777777778,0,"0 FALSE FALSE FALSE 2 bottom 3",0.5,7
26,"141029_202213","Foul","S","87.1","CH","26","3","2",3,"011727","2014-10-30T01:17:27Z","456714","346793","Billy Butler grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,11727,1.29083333333333,2,2,2,202213,20.3702777777778,"bottom","3",20.3422222222222,20.4052777777778,0,"0 FALSE FALSE FALSE 2 bottom 3",0.5,7
26,"141029_202241","Ball","B","86.7","CH","26","3","2",3,"011727","2014-10-30T01:17:27Z","456714","346793","Billy Butler grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,11727,1.29083333333333,2,2,2,202241,20.3780555555556,"bottom","3",20.3422222222222,20.4052777777778,0,"0 FALSE FALSE FALSE 2 bottom 3",0.5,7
26,"141029_202310","Foul","S","91.6","FT","26","3","2",3,"011727","2014-10-30T01:17:27Z","456714","346793","Billy Butler grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,11727,1.29083333333333,2,2,2,202310,20.3861111111111,"bottom","3",20.3422222222222,20.4052777777778,0,"0 FALSE FALSE FALSE 2 bottom 3",0.5,7
26,"141029_202343","Foul","S","92.4","FT","26","3","2",3,"011727","2014-10-30T01:17:27Z","456714","346793","Billy Butler grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,11727,1.29083333333333,2,2,2,202343,20.3952777777778,"bottom","3",20.3422222222222,20.4052777777778,0,"0 FALSE FALSE FALSE 2 bottom 3",0.5,7
26,"141029_202419","In play, out(s)","X","92.0","FT","26","3","2",3,"011727","2014-10-30T01:17:27Z","456714","346793","Billy Butler grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,11727,1.29083333333333,2,2,2,202419,20.4052777777778,"bottom","3",20.3422222222222,20.4052777777778,0,"0 FALSE FALSE FALSE 2 bottom 3",0.5,7
27,"141029_202728","Called Strike","S","87.5","FC","27","2","1",0,"012428","2014-10-30T01:24:28Z","467055","425386","Pablo Sandoval singles on a ground ball to second baseman Omar Infante.  ","Single",NA,NA,NA,NA,NA,NA,NA,12428,1.40777777777778,0,2,2,202728,20.4577777777778,"top","4",20.4577777777778,20.4716666666667,0,"0 FALSE FALSE FALSE 0 top 4",1.1,7
27,"141029_202746","Ball","B","90.5","SI","27","2","1",0,"012428","2014-10-30T01:24:28Z","467055","425386","Pablo Sandoval singles on a ground ball to second baseman Omar Infante.  ","Single",NA,NA,NA,NA,NA,NA,NA,12428,1.40777777777778,0,2,2,202746,20.4627777777778,"top","4",20.4577777777778,20.4716666666667,0,"0 FALSE FALSE FALSE 0 top 4",1.1,7
27,"141029_202802","Ball","B","90.6","FF","27","2","1",0,"012428","2014-10-30T01:24:28Z","467055","425386","Pablo Sandoval singles on a ground ball to second baseman Omar Infante.  ","Single",NA,NA,NA,NA,NA,NA,NA,12428,1.40777777777778,0,2,2,202802,20.4672222222222,"top","4",20.4577777777778,20.4716666666667,0,"0 FALSE FALSE FALSE 0 top 4",1.1,7
27,"141029_202818","In play, no out","X","89.4","CH","27","2","1",0,"012428","2014-10-30T01:24:28Z","467055","425386","Pablo Sandoval singles on a ground ball to second baseman Omar Infante.  ","Single",NA,NA,NA,NA,NA,NA,NA,12428,1.40777777777778,0,2,2,202818,20.4716666666667,"top","4",20.4577777777778,20.4716666666667,0,"0 FALSE FALSE FALSE 0 top 4",1.1,7
28,"141029_202904","Called Strike","S","86.2","CH","28","1","1",0,"012601","2014-10-30T01:26:01Z","452254","425386","Hunter Pence singles on a line drive to center fielder Lorenzo Cain.   Pablo Sandoval to 2nd.  ","Single",467055,NA,NA,NA,NA,NA,NA,12601,1.43361111111111,0,2,2,202904,20.4844444444444,"top","4",20.4844444444444,20.4958333333333,0,"0 TRUE FALSE FALSE 0 top 4",1.7,7
28,"141029_202925","Ball","B","89.6","CH","28","1","1",0,"012601","2014-10-30T01:26:01Z","452254","425386","Hunter Pence singles on a line drive to center fielder Lorenzo Cain.   Pablo Sandoval to 2nd.  ","Single",467055,NA,NA,NA,NA,NA,NA,12601,1.43361111111111,0,2,2,202925,20.4902777777778,"top","4",20.4844444444444,20.4958333333333,0,"0 TRUE FALSE FALSE 0 top 4",1.7,7
28,"141029_202945","In play, no out","X","86.1","SL","28","1","1",0,"012601","2014-10-30T01:26:01Z","452254","425386","Hunter Pence singles on a line drive to center fielder Lorenzo Cain.   Pablo Sandoval to 2nd.  ","Single",467055,NA,NA,NA,NA,NA,NA,12601,1.43361111111111,0,2,2,202945,20.4958333333333,"top","4",20.4844444444444,20.4958333333333,0,"0 TRUE FALSE FALSE 0 top 4",1.7,7
29,"141029_203110","Called Strike","S","85.7","SL","29","1","1",1,"012753","2014-10-30T01:27:53Z","474832","425386","Brandon Belt flies out to left fielder Alex Gordon.   Pablo Sandoval to 3rd.  ","Flyout",452254,467055,NA,NA,NA,NA,NA,12753,1.46472222222222,0,2,2,203110,20.5194444444444,"top","4",20.5194444444444,20.5325,0,"0 TRUE TRUE FALSE 0 top 4",2.1,7
29,"141029_203130","Ball","B","90.4","FF","29","1","1",1,"012753","2014-10-30T01:27:53Z","474832","425386","Brandon Belt flies out to left fielder Alex Gordon.   Pablo Sandoval to 3rd.  ","Flyout",452254,467055,NA,NA,NA,NA,NA,12753,1.46472222222222,0,2,2,203130,20.525,"top","4",20.5194444444444,20.5325,0,"0 TRUE TRUE FALSE 0 top 4",2.1,7
29,"141029_203157","In play, out(s)","X","90.8","SI","29","1","1",1,"012753","2014-10-30T01:27:53Z","474832","425386","Brandon Belt flies out to left fielder Alex Gordon.   Pablo Sandoval to 3rd.  ","Flyout",452254,467055,NA,NA,NA,NA,NA,12753,1.46472222222222,0,2,2,203157,20.5325,"top","4",20.5194444444444,20.5325,0,"0 TRUE TRUE FALSE 0 top 4",2.1,7
30,"141029_203543","Foul","S","97.0","FT","30","0","2",1,"013218","2014-10-30T01:32:18Z","434604","516969","Michael Morse singles on a line drive to right fielder Nori Aoki.   Pablo Sandoval scores.    Hunter Pence to 3rd.  ","Single",NA,NA,467055,"T","2","3","1",13218,1.53833333333333,1,2,2,203543,20.5952777777778,"top","4",20.5952777777778,20.6122222222222,0,"0 FALSE FALSE TRUE 1 top 4",1.6,7
30,"141029_203613","Foul","S","98.8","FT","30","0","2",1,"013218","2014-10-30T01:32:18Z","434604","516969","Michael Morse singles on a line drive to right fielder Nori Aoki.   Pablo Sandoval scores.    Hunter Pence to 3rd.  ","Single",NA,NA,467055,"T","2","3","1",13218,1.53833333333333,1,2,2,203613,20.6036111111111,"top","4",20.5952777777778,20.6122222222222,0,"0 FALSE FALSE TRUE 1 top 4",1.6,7
30,"141029_203644","In play, run(s)","X","98.7","FF","30","0","2",1,"013218","2014-10-30T01:32:18Z","434604","516969","Michael Morse singles on a line drive to right fielder Nori Aoki.   Pablo Sandoval scores.    Hunter Pence to 3rd.  ","Single",NA,NA,467055,"T","2","3","1",13218,1.53833333333333,1,2,2,203644,20.6122222222222,"top","4",20.5952777777778,20.6122222222222,0,"0 FALSE FALSE TRUE 1 top 4",1.6,7
31,"141029_203745","Foul","S","99.0","FF","31","1","3",2,"013435","2014-10-30T01:34:35Z","543063","516969","Brandon Crawford called out on strikes.  ","Strikeout",434604,NA,452254,NA,NA,NA,NA,13435,1.57638888888889,1,2,3,203745,20.6291666666667,"top","4",20.6291666666667,20.6619444444444,-1,"-1 TRUE FALSE TRUE 1 top 4",1.8,7
31,"141029_203810","Swinging Strike","S","90.1","FA","31","1","3",2,"013435","2014-10-30T01:34:35Z","543063","516969","Brandon Crawford called out on strikes.  ","Strikeout",434604,NA,452254,NA,NA,NA,NA,13435,1.57638888888889,1,2,3,203810,20.6361111111111,"top","4",20.6291666666667,20.6619444444444,-1,"-1 TRUE FALSE TRUE 1 top 4",1.8,7
31,"141029_203839","Foul","S","89.7","FA","31","1","3",2,"013435","2014-10-30T01:34:35Z","543063","516969","Brandon Crawford called out on strikes.  ","Strikeout",434604,NA,452254,NA,NA,NA,NA,13435,1.57638888888889,1,2,3,203839,20.6441666666667,"top","4",20.6291666666667,20.6619444444444,-1,"-1 TRUE FALSE TRUE 1 top 4",1.8,7
31,"141029_203917","Ball","B","98.4","FF","31","1","3",2,"013435","2014-10-30T01:34:35Z","543063","516969","Brandon Crawford called out on strikes.  ","Strikeout",434604,NA,452254,NA,NA,NA,NA,13435,1.57638888888889,1,2,3,203917,20.6547222222222,"top","4",20.6291666666667,20.6619444444444,-1,"-1 TRUE FALSE TRUE 1 top 4",1.8,7
31,"141029_203943","Called Strike","S","97.8","FF","31","1","3",2,"013435","2014-10-30T01:34:35Z","543063","516969","Brandon Crawford called out on strikes.  ","Strikeout",434604,NA,452254,NA,NA,NA,NA,13435,1.57638888888889,1,2,3,203943,20.6619444444444,"top","4",20.6291666666667,20.6619444444444,-1,"-1 TRUE FALSE TRUE 1 top 4",1.8,7
32,"141029_204020","Swinging Strike","S","97.4","FF","32","0","1",3,"013706","2014-10-30T01:37:06Z","543633","516969","Juan Perez grounds out, shortstop Alcides Escobar to first baseman Eric Hosmer.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,13706,1.61833333333333,2,2,3,204020,20.6722222222222,"top","4",20.6722222222222,20.6788888888889,-1,"-1 FALSE FALSE FALSE 2 top 4",0.5,7
32,"141029_204044","In play, out(s)","X","96.5","FF","32","0","1",3,"013706","2014-10-30T01:37:06Z","543633","516969","Juan Perez grounds out, shortstop Alcides Escobar to first baseman Eric Hosmer.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,13706,1.61833333333333,2,2,3,204044,20.6788888888889,"top","4",20.6722222222222,20.6788888888889,-1,"-1 FALSE FALSE FALSE 2 top 4",0.5,7
33,"141029_204403","Called Strike","S","72.8","CU","33","2","2",0,"014103","2014-10-30T01:41:03Z","460086","346793","Alex Gordon hit by pitch.  ","Hit By Pitch",NA,NA,NA,NA,NA,NA,NA,14103,1.68416666666667,0,2,3,204403,20.7341666666667,"bottom","4",20.7341666666667,20.7605555555556,-1,"-1 FALSE FALSE FALSE 0 bottom 4",1.2,7
33,"141029_204420","Ball","B","88.3","FT","33","2","2",0,"014103","2014-10-30T01:41:03Z","460086","346793","Alex Gordon hit by pitch.  ","Hit By Pitch",NA,NA,NA,NA,NA,NA,NA,14103,1.68416666666667,0,2,3,204420,20.7388888888889,"bottom","4",20.7341666666667,20.7605555555556,-1,"-1 FALSE FALSE FALSE 0 bottom 4",1.2,7
33,"141029_204440","Foul","S","89.5","FT","33","2","2",0,"014103","2014-10-30T01:41:03Z","460086","346793","Alex Gordon hit by pitch.  ","Hit By Pitch",NA,NA,NA,NA,NA,NA,NA,14103,1.68416666666667,0,2,3,204440,20.7444444444444,"bottom","4",20.7341666666667,20.7605555555556,-1,"-1 FALSE FALSE FALSE 0 bottom 4",1.2,7
33,"141029_204510","Ball","B","91.3","FT","33","2","2",0,"014103","2014-10-30T01:41:03Z","460086","346793","Alex Gordon hit by pitch.  ","Hit By Pitch",NA,NA,NA,NA,NA,NA,NA,14103,1.68416666666667,0,2,3,204510,20.7527777777778,"bottom","4",20.7341666666667,20.7605555555556,-1,"-1 FALSE FALSE FALSE 0 bottom 4",1.2,7
33,"141029_204538","Hit By Pitch","B","72.8","CU","33","2","2",0,"014103","2014-10-30T01:41:03Z","460086","346793","Alex Gordon hit by pitch.  ","Hit By Pitch",NA,NA,NA,NA,NA,NA,NA,14103,1.68416666666667,0,2,3,204538,20.7605555555556,"bottom","4",20.7341666666667,20.7605555555556,-1,"-1 FALSE FALSE FALSE 0 bottom 4",1.2,7
34,"141029_204623","In play, out(s)","X","90.6","FT","34","0","0",2,"014315","2014-10-30T01:43:15Z","521692","346793","Salvador Perez grounds into a double play, second baseman Joe Panik to shortstop Brandon Crawford to first baseman Brandon Belt.   Alex Gordon out at 2nd.  ","Grounded Into DP",460086,NA,NA,NA,NA,NA,NA,14315,1.72083333333333,0,2,3,204623,20.7730555555556,"bottom","4",20.7730555555556,20.7730555555556,-1,"-1 TRUE FALSE FALSE 0 bottom 4",1.9,7
35,"141029_204713","Foul","S","90.6","FT","35","2","2",3,"014357","2014-10-30T01:43:57Z","519058","346793","Mike Moustakas grounds out, third baseman Pablo Sandoval to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,14357,1.7325,2,2,3,204713,20.7869444444444,"bottom","4",20.7869444444444,20.8147222222222,-1,"-1 FALSE FALSE FALSE 2 bottom 4",0.6,7
35,"141029_204738","Ball","B","73.9","CU","35","2","2",3,"014357","2014-10-30T01:43:57Z","519058","346793","Mike Moustakas grounds out, third baseman Pablo Sandoval to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,14357,1.7325,2,2,3,204738,20.7938888888889,"bottom","4",20.7869444444444,20.8147222222222,-1,"-1 FALSE FALSE FALSE 2 bottom 4",0.6,7
35,"141029_204800","Called Strike","S","74.0","CU","35","2","2",3,"014357","2014-10-30T01:43:57Z","519058","346793","Mike Moustakas grounds out, third baseman Pablo Sandoval to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,14357,1.7325,2,2,3,204800,20.8,"bottom","4",20.7869444444444,20.8147222222222,-1,"-1 FALSE FALSE FALSE 2 bottom 4",0.6,7
35,"141029_204820","Ball","B","90.5","FT","35","2","2",3,"014357","2014-10-30T01:43:57Z","519058","346793","Mike Moustakas grounds out, third baseman Pablo Sandoval to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,14357,1.7325,2,2,3,204820,20.8055555555556,"bottom","4",20.7869444444444,20.8147222222222,-1,"-1 FALSE FALSE FALSE 2 bottom 4",0.6,7
35,"141029_204853","In play, out(s)","X","91.2","FT","35","2","2",3,"014357","2014-10-30T01:43:57Z","519058","346793","Mike Moustakas grounds out, third baseman Pablo Sandoval to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,14357,1.7325,2,2,3,204853,20.8147222222222,"bottom","4",20.7869444444444,20.8147222222222,-1,"-1 FALSE FALSE FALSE 2 bottom 4",0.6,7
36,"141029_205210","Ball","B","87.3","CH","36","1","0",1,"014911","2014-10-30T01:49:11Z","453923","516969","Gregor Blanco lines out to left fielder Alex Gordon.  ","Lineout",NA,NA,NA,NA,NA,NA,NA,14911,1.81972222222222,0,2,3,205210,20.8694444444444,"top","5",20.8694444444444,20.8747222222222,-1,"-1 FALSE FALSE FALSE 0 top 5",1,7
36,"141029_205229","In play, out(s)","X","96.1","FT","36","1","0",1,"014911","2014-10-30T01:49:11Z","453923","516969","Gregor Blanco lines out to left fielder Alex Gordon.  ","Lineout",NA,NA,NA,NA,NA,NA,NA,14911,1.81972222222222,0,2,3,205229,20.8747222222222,"top","5",20.8694444444444,20.8747222222222,-1,"-1 FALSE FALSE FALSE 0 top 5",1,7
37,"141029_205307","Foul Bunt","S","98.0","FF","37","0","3",2,"014950","2014-10-30T01:49:50Z","605412","516969","Joe Panik strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,14950,1.83055555555556,1,2,3,205307,20.8852777777778,"top","5",20.8852777777778,20.9213888888889,-1,"-1 FALSE FALSE FALSE 1 top 5",0.7,7
37,"141029_205337","Swinging Strike","S","97.3","FF","37","0","3",2,"014950","2014-10-30T01:49:50Z","605412","516969","Joe Panik strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,14950,1.83055555555556,1,2,3,205337,20.8936111111111,"top","5",20.8852777777778,20.9213888888889,-1,"-1 FALSE FALSE FALSE 1 top 5",0.7,7
37,"141029_205408","Foul","S","98.9","FT","37","0","3",2,"014950","2014-10-30T01:49:50Z","605412","516969","Joe Panik strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,14950,1.83055555555556,1,2,3,205408,20.9022222222222,"top","5",20.8852777777778,20.9213888888889,-1,"-1 FALSE FALSE FALSE 1 top 5",0.7,7
37,"141029_205434","Foul","S","90.7","FA","37","0","3",2,"014950","2014-10-30T01:49:50Z","605412","516969","Joe Panik strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,14950,1.83055555555556,1,2,3,205434,20.9094444444444,"top","5",20.8852777777778,20.9213888888889,-1,"-1 FALSE FALSE FALSE 1 top 5",0.7,7
37,"141029_205517","Swinging Strike","S","89.1","FA","37","0","3",2,"014950","2014-10-30T01:49:50Z","605412","516969","Joe Panik strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,14950,1.83055555555556,1,2,3,205517,20.9213888888889,"top","5",20.8852777777778,20.9213888888889,-1,"-1 FALSE FALSE FALSE 1 top 5",0.7,7
38,"141029_205552","Swinging Strike","S","89.0","FA","38","1","3",3,"015237","2014-10-30T01:52:37Z","457763","516969","Buster Posey called out on strikes.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,15237,1.87694444444444,2,2,3,205552,20.9311111111111,"top","5",20.9311111111111,20.9508333333333,-1,"-1 FALSE FALSE FALSE 2 top 5",0.5,7
38,"141029_205614","Swinging Strike","S","87.6","CH","38","1","3",3,"015237","2014-10-30T01:52:37Z","457763","516969","Buster Posey called out on strikes.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,15237,1.87694444444444,2,2,3,205614,20.9372222222222,"top","5",20.9311111111111,20.9508333333333,-1,"-1 FALSE FALSE FALSE 2 top 5",0.5,7
38,"141029_205643","Ball","B","98.8","FT","38","1","3",3,"015237","2014-10-30T01:52:37Z","457763","516969","Buster Posey called out on strikes.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,15237,1.87694444444444,2,2,3,205643,20.9452777777778,"top","5",20.9311111111111,20.9508333333333,-1,"-1 FALSE FALSE FALSE 2 top 5",0.5,7
38,"141029_205703","Called Strike","S","96.6","FF","38","1","3",3,"015237","2014-10-30T01:52:37Z","457763","516969","Buster Posey called out on strikes.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,15237,1.87694444444444,2,2,3,205703,20.9508333333333,"top","5",20.9311111111111,20.9508333333333,-1,"-1 FALSE FALSE FALSE 2 top 5",0.5,7
39,"141029_210108","Ball","B","85.0","SL","39","1","1",0,"015738","2014-10-30T01:57:38Z","408299","518516","Omar Infante singles on a line drive to right fielder Hunter Pence.  ","Single",NA,NA,NA,NA,NA,NA,NA,15738,1.96055555555556,0,2,3,210108,21.0188888888889,"bottom","5",21.0188888888889,21.0322222222222,-1,"-1 FALSE FALSE FALSE 0 bottom 5",1.3,7
39,"141029_210130","Called Strike","S","86.5","SL","39","1","1",0,"015738","2014-10-30T01:57:38Z","408299","518516","Omar Infante singles on a line drive to right fielder Hunter Pence.  ","Single",NA,NA,NA,NA,NA,NA,NA,15738,1.96055555555556,0,2,3,210130,21.025,"bottom","5",21.0188888888889,21.0322222222222,-1,"-1 FALSE FALSE FALSE 0 bottom 5",1.3,7
39,"141029_210156","In play, no out","X","92.8","FF","39","1","1",0,"015738","2014-10-30T01:57:38Z","408299","518516","Omar Infante singles on a line drive to right fielder Hunter Pence.  ","Single",NA,NA,NA,NA,NA,NA,NA,15738,1.96055555555556,0,2,3,210156,21.0322222222222,"bottom","5",21.0188888888889,21.0322222222222,-1,"-1 FALSE FALSE FALSE 0 bottom 5",1.3,7
40,"141029_210244","Ball In Dirt","B","73.6","CU","40","2","0",1,"015930","2014-10-30T01:59:30Z","444876","518516","Alcides Escobar out on a sacrifice bunt, pitcher Madison Bumgarner to second baseman Joe Panik.   Omar Infante to 2nd.  ","Sac Bunt",408299,NA,NA,NA,NA,NA,NA,15930,1.99166666666667,0,2,3,210244,21.0455555555556,"bottom","5",21.0455555555556,21.0677777777778,-1,"-1 TRUE FALSE FALSE 0 bottom 5",2.1,7
40,"141029_210334","Ball","B","86.0","SL","40","2","0",1,"015930","2014-10-30T01:59:30Z","444876","518516","Alcides Escobar out on a sacrifice bunt, pitcher Madison Bumgarner to second baseman Joe Panik.   Omar Infante to 2nd.  ","Sac Bunt",408299,NA,NA,NA,NA,NA,NA,15930,1.99166666666667,0,2,3,210334,21.0594444444444,"bottom","5",21.0455555555556,21.0677777777778,-1,"-1 TRUE FALSE FALSE 0 bottom 5",2.1,7
40,"141029_210404","In play, out(s)","X","90.7","FF","40","2","0",1,"015930","2014-10-30T01:59:30Z","444876","518516","Alcides Escobar out on a sacrifice bunt, pitcher Madison Bumgarner to second baseman Joe Panik.   Omar Infante to 2nd.  ","Sac Bunt",408299,NA,NA,NA,NA,NA,NA,15930,1.99166666666667,0,2,3,210404,21.0677777777778,"bottom","5",21.0455555555556,21.0677777777778,-1,"-1 TRUE FALSE FALSE 0 bottom 5",2.1,7
41,"141029_210536","Ball","B","90.5","SL","41","2","1",2,"020151","2014-10-30T02:01:51Z","493114","518516","Nori Aoki lines out to left fielder Juan Perez.  ","Lineout",NA,408299,NA,NA,NA,NA,NA,20151,2.03083333333333,1,2,3,210536,21.0933333333333,"bottom","5",21.0933333333333,21.1144444444444,-1,"-1 FALSE TRUE FALSE 1 bottom 5",1.8,7
41,"141029_210559","Ball","B","90.9","FF","41","2","1",2,"020151","2014-10-30T02:01:51Z","493114","518516","Nori Aoki lines out to left fielder Juan Perez.  ","Lineout",NA,408299,NA,NA,NA,NA,NA,20151,2.03083333333333,1,2,3,210559,21.0997222222222,"bottom","5",21.0933333333333,21.1144444444444,-1,"-1 FALSE TRUE FALSE 1 bottom 5",1.8,7
41,"141029_210629","Called Strike","S","90.5","FF","41","2","1",2,"020151","2014-10-30T02:01:51Z","493114","518516","Nori Aoki lines out to left fielder Juan Perez.  ","Lineout",NA,408299,NA,NA,NA,NA,NA,20151,2.03083333333333,1,2,3,210629,21.1080555555556,"bottom","5",21.0933333333333,21.1144444444444,-1,"-1 FALSE TRUE FALSE 1 bottom 5",1.8,7
41,"141029_210652","In play, out(s)","X","86.5","SL","41","2","1",2,"020151","2014-10-30T02:01:51Z","493114","518516","Nori Aoki lines out to left fielder Juan Perez.  ","Lineout",NA,408299,NA,NA,NA,NA,NA,20151,2.03083333333333,1,2,3,210652,21.1144444444444,"bottom","5",21.0933333333333,21.1144444444444,-1,"-1 FALSE TRUE FALSE 1 bottom 5",1.8,7
42,"141029_210745","Called Strike","S","87.1","SL","42","1","3",3,"020447","2014-10-30T02:04:47Z","456715","518516","Lorenzo Cain strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,20447,2.07972222222222,2,2,3,210745,21.1291666666667,"bottom","5",21.1291666666667,21.1586111111111,-1,"-1 FALSE FALSE FALSE 2 bottom 5",0.6,7
42,"141029_210810","Swinging Strike","S","92.6","FF","42","1","3",3,"020447","2014-10-30T02:04:47Z","456715","518516","Lorenzo Cain strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,20447,2.07972222222222,2,2,3,210810,21.1361111111111,"bottom","5",21.1291666666667,21.1586111111111,-1,"-1 FALSE FALSE FALSE 2 bottom 5",0.6,7
42,"141029_210834","Ball","B","92.7","SL","42","1","3",3,"020447","2014-10-30T02:04:47Z","456715","518516","Lorenzo Cain strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,20447,2.07972222222222,2,2,3,210834,21.1427777777778,"bottom","5",21.1291666666667,21.1586111111111,-1,"-1 FALSE FALSE FALSE 2 bottom 5",0.6,7
42,"141029_210858","Foul","S","93.2","FF","42","1","3",3,"020447","2014-10-30T02:04:47Z","456715","518516","Lorenzo Cain strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,20447,2.07972222222222,2,2,3,210858,21.1494444444444,"bottom","5",21.1291666666667,21.1586111111111,-1,"-1 FALSE FALSE FALSE 2 bottom 5",0.6,7
42,"141029_210931","Swinging Strike","S","93.1","FF","42","1","3",3,"020447","2014-10-30T02:04:47Z","456715","518516","Lorenzo Cain strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,20447,2.07972222222222,2,2,3,210931,21.1586111111111,"bottom","5",21.1291666666667,21.1586111111111,-1,"-1 FALSE FALSE FALSE 2 bottom 5",0.6,7
43,"141029_211255","Called Strike","S","96.9","FF","43","1","2",0,"020954","2014-10-30T02:09:54Z","467055","516969","Pablo Sandoval singles on a sharp ground ball to left fielder Alex Gordon.  ","Single",NA,NA,NA,NA,NA,NA,NA,20954,2.165,0,2,3,211255,21.2152777777778,"top","6",21.2152777777778,21.2363888888889,-1,"-1 FALSE FALSE FALSE 0 top 6",1,7
43,"141029_211316","Swinging Strike","S","97.8","FT","43","1","2",0,"020954","2014-10-30T02:09:54Z","467055","516969","Pablo Sandoval singles on a sharp ground ball to left fielder Alex Gordon.  ","Single",NA,NA,NA,NA,NA,NA,NA,20954,2.165,0,2,3,211316,21.2211111111111,"top","6",21.2152777777778,21.2363888888889,-1,"-1 FALSE FALSE FALSE 0 top 6",1,7
43,"141029_211345","Ball","B","88.9","FA","43","1","2",0,"020954","2014-10-30T02:09:54Z","467055","516969","Pablo Sandoval singles on a sharp ground ball to left fielder Alex Gordon.  ","Single",NA,NA,NA,NA,NA,NA,NA,20954,2.165,0,2,3,211345,21.2291666666667,"top","6",21.2152777777778,21.2363888888889,-1,"-1 FALSE FALSE FALSE 0 top 6",1,7
43,"141029_211411","In play, no out","X","98.0","FF","43","1","2",0,"020954","2014-10-30T02:09:54Z","467055","516969","Pablo Sandoval singles on a sharp ground ball to left fielder Alex Gordon.  ","Single",NA,NA,NA,NA,NA,NA,NA,20954,2.165,0,2,3,211411,21.2363888888889,"top","6",21.2152777777778,21.2363888888889,-1,"-1 FALSE FALSE FALSE 0 top 6",1,7
